Time,FA,FB,FC,h,x,v,h_sp,x_sp
8.52499999999993,50.293,46.39,100.3,1.0007,0.49755,0.50134,1,0.5
8.52999999999993,50.29,46.39,100.29,1.0006,0.49758,0.50127,1,0.5
8.53499999999993,50.286,46.39,100.27,1.0006,0.4976,0.5012,1,0.5
8.53999999999994,50.283,46.39,100.25,1.0006,0.49762,0.50113,1,0.5
8.54499999999994,50.279,46.39,100.24,1.0005,0.49764,0.50105,1,0.5
8.54999999999994,50.275,46.39,100.22,1.0005,0.49766,0.50098,1,0.5
8.55499999999994,50.272,46.39,100.21,1.0005,0.49769,0.50091,1,0.5
8.55999999999994,50.268,46.39,100.19,1.0004,0.49771,0.50084,1,0.5
8.56499999999994,50.264,46.39,100.17,1.0004,0.49773,0.50077,1,0.5
8.56999999999994,50.26,46.39,100.16,1.0003,0.49775,0.5007,1,0.5
8.57499999999994,50.257,46.39,100.14,1.0003,0.49777,0.50063,1,0.5
8.57999999999994,50.253,46.39,100.13,1.0003,0.49779,0.50056,1,0.5
8.58499999999994,50.249,46.39,100.11,1.0002,0.49781,0.50049,1,0.5
8.58999999999994,50.246,46.39,100.09,1.0002,0.49784,0.50042,1,0.5
8.59499999999994,50.242,46.39,100.08,1.0002,0.49786,0.50035,1,0.5
8.59999999999994,50.238,66.444,100.06,1.0001,0.49788,0.50028,1,0.5
8.60499999999995,50.257,66.444,100.14,1.0003,0.4978,0.50061,1,0.5
8.60999999999995,50.275,66.444,100.21,1.0005,0.49772,0.50095,1,0.5
8.61499999999995,50.294,66.444,100.29,1.0006,0.49764,0.50128,1,0.5
8.61999999999995,50.313,66.444,100.36,1.0008,0.49757,0.50161,1,0.5
8.62499999999995,50.332,66.444,100.44,1.001,0.49749,0.50193,1,0.5
8.62999999999995,50.351,66.444,100.51,1.0011,0.49741,0.50226,1,0.5
8.63499999999995,50.369,66.444,100.58,1.0013,0.49733,0.50259,1,0.5
8.63999999999995,50.388,66.444,100.66,1.0015,0.49726,0.50291,1,0.5
8.64499999999995,50.407,66.444,100.73,1.0016,0.49718,0.50323,1,0.5
8.64999999999995,50.426,66.444,100.8,1.0018,0.4971,0.50356,1,0.5
8.65499999999995,50.445,66.444,100.87,1.0019,0.49703,0.50388,1,0.5
8.65999999999995,50.464,66.444,100.95,1.0021,0.49695,0.5042,1,0.5
8.66499999999996,50.483,66.444,101.02,1.0023,0.49687,0.50452,1,0.5
8.66999999999996,50.501,66.444,101.09,1.0024,0.4968,0.50484,1,0.5
8.67499999999996,50.52,66.444,101.16,1.0026,0.49672,0.50515,1,0.5
8.67999999999996,50.539,66.444,101.23,1.0027,0.49665,0.50547,1,0.5
8.68499999999996,50.558,66.444,101.3,1.0029,0.49657,0.50578,1,0.5
8.68999999999996,50.577,66.444,101.37,1.003,0.4965,0.5061,1,0.5
8.69499999999996,50.596,66.444,101.44,1.0032,0.49642,0.50641,1,0.5
8.69999999999996,50.615,64.012,101.51,1.0034,0.49635,0.50672,1,0.5
8.70499999999996,50.632,64.012,101.57,1.0035,0.49628,0.50698,1,0.5
8.70999999999996,50.648,64.012,101.63,1.0036,0.49622,0.50725,1,0.5
8.71499999999996,50.664,64.012,101.69,1.0038,0.49616,0.50751,1,0.5
8.71999999999996,50.681,64.012,101.75,1.0039,0.4961,0.50777,1,0.5
8.72499999999996,50.697,64.012,101.81,1.004,0.49603,0.50803,1,0.5
8.72999999999997,50.713,64.012,101.87,1.0041,0.49597,0.50828,1,0.5
8.73499999999997,50.73,64.012,101.92,1.0043,0.49591,0.50854,1,0.5
8.73999999999997,50.746,64.012,101.98,1.0044,0.49585,0.5088,1,0.5
8.74499999999997,50.762,64.012,102.04,1.0045,0.49579,0.50905,1,0.5
8.74999999999997,50.779,64.012,102.1,1.0047,0.49573,0.50931,1,0.5
8.75499999999997,50.795,64.012,102.16,1.0048,0.49567,0.50956,1,0.5
8.75999999999997,50.812,64.012,102.21,1.0049,0.49561,0.50981,1,0.5
8.76499999999997,50.828,64.012,102.27,1.005,0.49554,0.51007,1,0.5
8.76999999999997,50.845,64.012,102.33,1.0052,0.49548,0.51032,1,0.5
8.77499999999997,50.861,64.012,102.38,1.0053,0.49542,0.51057,1,0.5
8.77999999999997,50.878,64.012,102.44,1.0054,0.49536,0.51082,1,0.5
8.78499999999997,50.894,64.012,102.5,1.0055,0.4953,0.51107,1,0.5
8.78999999999997,50.911,64.012,102.55,1.0057,0.49524,0.51131,1,0.5
8.79499999999998,50.927,64.012,102.61,1.0058,0.49518,0.51156,1,0.5
8.79999999999998,50.944,56.791,102.66,1.0059,0.49512,0.51181,1,0.5
8.80499999999998,50.952,56.791,102.69,1.006,0.4951,0.51191,1,0.5
8.80999999999998,50.961,56.791,102.71,1.006,0.49508,0.51201,1,0.5
8.81499999999998,50.969,56.791,102.73,1.0061,0.49505,0.51211,1,0.5
8.81999999999998,50.978,56.791,102.75,1.0061,0.49503,0.51221,1,0.5
8.82499999999998,50.986,56.791,102.78,1.0062,0.49501,0.51231,1,0.5
8.82999999999998,50.995,56.791,102.8,1.0062,0.49498,0.51241,1,0.5
8.83499999999998,51.003,56.791,102.82,1.0063,0.49496,0.51251,1,0.5
8.83999999999998,51.012,56.791,102.85,1.0063,0.49494,0.51261,1,0.5
8.84499999999998,51.02,56.791,102.87,1.0064,0.49491,0.51271,1,0.5
8.84999999999998,51.029,56.791,102.89,1.0064,0.49489,0.51281,1,0.5
8.85499999999998,51.037,56.791,102.91,1.0065,0.49487,0.51291,1,0.5
8.85999999999999,51.046,56.791,102.93,1.0065,0.49484,0.51301,1,0.5
8.86499999999999,51.054,56.791,102.96,1.0066,0.49482,0.51311,1,0.5
8.86999999999999,51.063,56.791,102.98,1.0066,0.4948,0.5132,1,0.5
8.87499999999999,51.071,56.791,103,1.0067,0.49477,0.5133,1,0.5
8.87999999999999,51.08,56.791,103.02,1.0067,0.49475,0.5134,1,0.5
8.88499999999999,51.088,56.791,103.04,1.0067,0.49473,0.51349,1,0.5
8.88999999999999,51.097,56.791,103.07,1.0068,0.49471,0.51359,1,0.5
8.89499999999999,51.105,56.791,103.09,1.0068,0.49468,0.51369,1,0.5
8.89999999999999,51.114,42.346,103.11,1.0069,0.49466,0.51378,1,0.5
8.90499999999999,51.106,42.346,103.07,1.0068,0.49471,0.51359,1,0.5
8.90999999999999,51.099,42.346,103.02,1.0067,0.49476,0.5134,1,0.5
8.91499999999999,51.092,42.346,102.98,1.0066,0.49481,0.51321,1,0.5
8.91999999999999,51.084,42.346,102.94,1.0065,0.49485,0.51302,1,0.5
8.925,51.076,42.346,102.89,1.0064,0.4949,0.51283,1,0.5
8.93,51.069,42.346,102.85,1.0063,0.49495,0.51264,1,0.5
8.935,51.061,42.346,102.81,1.0062,0.495,0.51245,1,0.5
8.94,51.054,42.346,102.77,1.0061,0.49505,0.51226,1,0.5
8.945,51.046,42.346,102.72,1.006,0.49509,0.51207,1,0.5
8.95,51.038,42.346,102.68,1.0059,0.49514,0.51189,1,0.5
8.955,51.031,42.346,102.64,1.0059,0.49519,0.5117,1,0.5
8.96,51.023,42.346,102.6,1.0058,0.49524,0.51151,1,0.5
8.965,51.015,42.346,102.56,1.0057,0.49529,0.51133,1,0.5
8.97,51.008,42.346,102.51,1.0056,0.49533,0.51115,1,0.5
8.975,51,42.346,102.47,1.0055,0.49538,0.51096,1,0.5
8.98,50.992,42.346,102.43,1.0054,0.49543,0.51078,1,0.5
8.98500000000001,50.984,42.346,102.39,1.0053,0.49547,0.5106,1,0.5
8.99000000000001,50.976,42.346,102.35,1.0052,0.49552,0.51042,1,0.5
8.99500000000001,50.968,42.346,102.31,1.0051,0.49557,0.51024,1,0.5
9.00000000000001,50.961,36.577,102.27,1.005,0.49562,0.51006,1,0.5
9.00500000000001,50.946,36.577,102.2,1.0049,0.49569,0.50976,1,0.5
9.01000000000001,50.932,36.577,102.13,1.0047,0.49577,0.50947,1,0.5
9.01500000000001,50.918,36.577,102.07,1.0046,0.49584,0.50918,1,0.5
9.02000000000001,50.903,36.577,102,1.0044,0.49592,0.50888,1,0.5
9.02500000000001,50.889,36.577,101.94,1.0043,0.49599,0.50859,1,0.5
9.03000000000001,50.874,36.577,101.87,1.0042,0.49607,0.50831,1,0.5
9.03500000000001,50.86,36.577,101.81,1.004,0.49614,0.50802,1,0.5
9.04000000000001,50.845,36.577,101.74,1.0039,0.49622,0.50773,1,0.5
9.04500000000001,50.831,36.577,101.68,1.0037,0.49629,0.50744,1,0.5
9.05000000000002,50.816,36.577,101.61,1.0036,0.49636,0.50716,1,0.5
9.05500000000002,50.802,36.577,101.55,1.0034,0.49644,0.50687,1,0.5
9.06000000000002,50.787,36.577,101.48,1.0033,0.49651,0.50659,1,0.5
9.06500000000002,50.772,36.577,101.42,1.0032,0.49659,0.50631,1,0.5
9.07000000000002,50.758,36.577,101.36,1.003,0.49666,0.50603,1,0.5
9.07500000000002,50.743,36.577,101.29,1.0029,0.49673,0.50575,1,0.5
9.08000000000002,50.728,36.577,101.23,1.0027,0.49681,0.50547,1,0.5
9.08500000000002,50.713,36.577,101.17,1.0026,0.49688,0.50519,1,0.5
9.09000000000002,50.699,36.577,101.11,1.0025,0.49695,0.50491,1,0.5
9.09500000000002,50.684,36.577,101.04,1.0023,0.49703,0.50463,1,0.5
9.10000000000002,50.669,47.606,100.98,1.0022,0.4971,0.50436,1,0.5
9.10500000000002,50.666,47.606,100.97,1.0022,0.49712,0.5043,1,0.5
9.11000000000002,50.664,47.606,100.96,1.0021,0.49714,0.50425,1,0.5
9.11500000000003,50.661,47.606,100.94,1.0021,0.49715,0.5042,1,0.5
9.12000000000003,50.659,47.606,100.93,1.0021,0.49717,0.50414,1,0.5
9.12500000000003,50.656,47.606,100.92,1.002,0.49719,0.50409,1,0.5
9.13000000000003,50.653,47.606,100.91,1.002,0.49721,0.50404,1,0.5
9.13500000000003,50.651,47.606,100.9,1.002,0.49723,0.50398,1,0.5
9.14000000000003,50.648,47.606,100.88,1.002,0.49724,0.50393,1,0.5
9.14500000000003,50.645,47.606,100.87,1.0019,0.49726,0.50388,1,0.5
9.15000000000003,50.643,47.606,100.86,1.0019,0.49728,0.50382,1,0.5
9.15500000000003,50.64,47.606,100.85,1.0019,0.4973,0.50377,1,0.5
9.16000000000003,50.637,47.606,100.84,1.0019,0.49732,0.50372,1,0.5
9.16500000000003,50.635,47.606,100.83,1.0018,0.49733,0.50367,1,0.5
9.17000000000003,50.632,47.606,100.81,1.0018,0.49735,0.50362,1,0.5
9.17500000000003,50.629,47.606,100.8,1.0018,0.49737,0.50357,1,0.5
9.18000000000004,50.627,47.606,100.79,1.0018,0.49739,0.50351,1,0.5
9.18500000000004,50.624,47.606,100.78,1.0017,0.4974,0.50346,1,0.5
9.19000000000004,50.621,47.606,100.77,1.0017,0.49742,0.50341,1,0.5
9.19500000000004,50.619,47.606,100.76,1.0017,0.49744,0.50336,1,0.5
9.20000000000004,50.616,42.237,100.75,1.0017,0.49746,0.50331,1,0.5
9.20500000000004,50.607,42.237,100.71,1.0016,0.4975,0.50315,1,0.5
9.21000000000004,50.599,42.237,100.67,1.0015,0.49754,0.50299,1,0.5
9.21500000000004,50.59,42.237,100.64,1.0014,0.49759,0.50284,1,0.5
9.22000000000004,50.581,42.237,100.6,1.0013,0.49763,0.50268,1,0.5
9.22500000000004,50.572,42.237,100.57,1.0013,0.49768,0.50253,1,0.5
9.23000000000004,50.564,42.237,100.53,1.0012,0.49772,0.50237,1,0.5
9.23500000000004,50.555,42.237,100.5,1.0011,0.49776,0.50222,1,0.5
9.24000000000004,50.546,42.237,100.46,1.001,0.49781,0.50206,1,0.5
9.24500000000005,50.537,42.237,100.43,1.001,0.49785,0.50191,1,0.5
9.25000000000005,50.528,42.237,100.4,1.0009,0.49789,0.50176,1,0.5
9.25500000000005,50.519,42.237,100.36,1.0008,0.49794,0.5016,1,0.5
9.26000000000005,50.51,42.237,100.33,1.0007,0.49798,0.50145,1,0.5
9.26500000000005,50.502,42.237,100.29,1.0006,0.49802,0.5013,1,0.5
9.27000000000005,50.493,42.237,100.26,1.0006,0.49807,0.50115,1,0.5
9.27500000000005,50.484,42.237,100.22,1.0005,0.49811,0.501,1,0.5
9.28000000000005,50.475,42.237,100.19,1.0004,0.49815,0.50085,1,0.5
9.28500000000005,50.466,42.237,100.16,1.0003,0.4982,0.5007,1,0.5
9.29000000000005,50.457,42.237,100.12,1.0003,0.49824,0.50055,1,0.5
9.29500000000005,50.448,42.237,100.09,1.0002,0.49828,0.5004,1,0.5
9.30000000000005,50.439,44.684,100.06,1.0001,0.49832,0.50025,1,0.5
9.30500000000006,50.433,44.684,100.03,1.0001,0.49836,0.50015,1,0.5
9.31000000000006,50.426,44.684,100.01,1,0.49839,0.50006,1,0.5
9.31500000000006,50.42,44.684,99.99,0.99998,0.49842,0.49996,1,0.5
9.32000000000006,50.414,44.684,99.968,0.99993,0.49845,0.49986,1,0.5
9.32500000000006,50.408,44.684,99.946,0.99988,0.49848,0.49976,1,0.5
9.33000000000006,50.401,44.684,99.925,0.99983,0.49851,0.49966,1,0.5
9.33500000000006,50.395,44.684,99.903,0.99978,0.49854,0.49957,1,0.5
9.34000000000006,50.389,44.684,99.881,0.99974,0.49857,0.49947,1,0.5
9.34500000000006,50.382,44.684,99.86,0.99969,0.4986,0.49938,1,0.5
9.35000000000006,50.376,44.684,99.838,0.99964,0.49863,0.49928,1,0.5
9.35500000000006,50.37,44.684,99.816,0.99959,0.49866,0.49918,1,0.5
9.36000000000006,50.363,44.684,99.795,0.99954,0.49869,0.49909,1,0.5
9.36500000000006,50.357,44.684,99.774,0.9995,0.49872,0.49899,1,0.5
9.37000000000007,50.351,44.684,99.752,0.99945,0.49874,0.4989,1,0.5
9.37500000000007,50.344,44.684,99.731,0.9994,0.49877,0.4988,1,0.5
9.38000000000007,50.338,44.684,99.71,0.99936,0.4988,0.49871,1,0.5
9.38500000000007,50.331,44.684,99.689,0.99931,0.49883,0.49862,1,0.5
9.39000000000007,50.325,44.684,99.668,0.99926,0.49886,0.49852,1,0.5
9.39500000000007,50.319,44.684,99.647,0.99922,0.49889,0.49843,1,0.5
9.40000000000007,50.312,59.174,99.626,0.99917,0.49892,0.49834,1,0.5
9.40500000000007,50.322,59.174,99.67,0.99927,0.49888,0.49853,1,0.5
9.41000000000007,50.332,59.174,99.715,0.99937,0.49883,0.49873,1,0.5
9.41500000000007,50.342,59.174,99.759,0.99946,0.49879,0.49893,1,0.5
9.42000000000007,50.352,59.174,99.803,0.99956,0.49875,0.49912,1,0.5
9.42500000000007,50.362,59.174,99.846,0.99966,0.49871,0.49932,1,0.5
9.43000000000007,50.372,59.174,99.89,0.99976,0.49866,0.49951,1,0.5
9.43500000000008,50.382,59.174,99.933,0.99985,0.49862,0.4997,1,0.5
9.44000000000008,50.392,59.174,99.977,0.99995,0.49858,0.4999,1,0.5
9.44500000000008,50.401,59.174,100.02,1,0.49854,0.50009,1,0.5
9.45000000000008,50.411,59.174,100.06,1.0001,0.49849,0.50028,1,0.5
9.45500000000008,50.421,59.174,100.11,1.0002,0.49845,0.50047,1,0.5
9.46000000000008,50.431,59.174,100.15,1.0003,0.49841,0.50066,1,0.5
9.46500000000008,50.441,59.174,100.19,1.0004,0.49837,0.50085,1,0.5
9.47000000000008,50.452,59.174,100.23,1.0005,0.49833,0.50104,1,0.5
9.47500000000008,50.462,59.174,100.28,1.0006,0.49828,0.50122,1,0.5
9.48000000000008,50.472,59.174,100.32,1.0007,0.49824,0.50141,1,0.5
9.48500000000008,50.482,59.174,100.36,1.0008,0.4982,0.5016,1,0.5
9.49000000000008,50.492,59.174,100.4,1.0009,0.49816,0.50178,1,0.5
9.49500000000008,50.502,59.174,100.44,1.001,0.49812,0.50197,1,0.5
9.50000000000009,50.512,65.72,100.48,1.0011,0.49808,0.50215,1,0.5
9.50500000000009,50.529,65.72,100.56,1.0012,0.498,0.50247,1,0.5
9.51000000000009,50.547,65.72,100.63,1.0014,0.49793,0.50278,1,0.5
9.51500000000009,50.564,65.72,100.7,1.0015,0.49786,0.5031,1,0.5
9.52000000000009,50.582,65.72,100.77,1.0017,0.49778,0.50341,1,0.5
9.52500000000009,50.599,65.72,100.84,1.0019,0.49771,0.50372,1,0.5
9.53000000000009,50.617,65.72,100.91,1.002,0.49764,0.50403,1,0.5
9.53500000000009,50.634,65.72,100.98,1.0022,0.49756,0.50434,1,0.5
9.54000000000009,50.652,65.72,101.05,1.0023,0.49749,0.50464,1,0.5
9.54500000000009,50.669,65.72,101.12,1.0025,0.49742,0.50495,1,0.5
9.55000000000009,50.687,65.72,101.18,1.0026,0.49735,0.50526,1,0.5
9.55500000000009,50.705,65.72,101.25,1.0028,0.49728,0.50556,1,0.5
9.56000000000009,50.722,65.72,101.32,1.0029,0.4972,0.50586,1,0.5
9.5650000000001,50.74,65.72,101.39,1.0031,0.49713,0.50617,1,0.5
9.5700000000001,50.758,65.72,101.46,1.0032,0.49706,0.50647,1,0.5
9.5750000000001,50.775,65.72,101.53,1.0034,0.49699,0.50677,1,0.5
9.5800000000001,50.793,65.72,101.59,1.0035,0.49692,0.50707,1,0.5
9.5850000000001,50.811,65.72,101.66,1.0037,0.49685,0.50737,1,0.5
9.5900000000001,50.828,65.72,101.73,1.0038,0.49678,0.50766,1,0.5
9.5950000000001,50.846,65.72,101.79,1.004,0.49671,0.50796,1,0.5
9.6000000000001,50.864,44.86,101.86,1.0041,0.49664,0.50826,1,0.5
9.6050000000001,50.858,44.86,101.83,1.0041,0.49667,0.50813,1,0.5
9.6100000000001,50.853,44.86,101.81,1.004,0.4967,0.50801,1,0.5
9.6150000000001,50.847,44.86,101.78,1.0039,0.49674,0.50789,1,0.5
9.6200000000001,50.842,44.86,101.75,1.0039,0.49677,0.50777,1,0.5
9.62500000000011,50.836,44.86,101.72,1.0038,0.4968,0.50765,1,0.5
9.63000000000011,50.831,44.86,101.7,1.0038,0.49684,0.50753,1,0.5
9.63500000000011,50.825,44.86,101.67,1.0037,0.49687,0.50741,1,0.5
9.64000000000011,50.819,44.86,101.64,1.0036,0.4969,0.50729,1,0.5
9.64500000000011,50.814,44.86,101.61,1.0036,0.49693,0.50717,1,0.5
9.65000000000011,50.808,44.86,101.59,1.0035,0.49697,0.50705,1,0.5
9.65500000000011,50.803,44.86,101.56,1.0035,0.497,0.50693,1,0.5
9.66000000000011,50.797,44.86,101.53,1.0034,0.49703,0.50681,1,0.5
9.66500000000011,50.791,44.86,101.51,1.0033,0.49706,0.50669,1,0.5
9.67000000000011,50.786,44.86,101.48,1.0033,0.4971,0.50658,1,0.5
9.67500000000011,50.78,44.86,101.46,1.0032,0.49713,0.50646,1,0.5
9.68000000000011,50.774,44.86,101.43,1.0032,0.49716,0.50634,1,0.5
9.68500000000011,50.769,44.86,101.4,1.0031,0.49719,0.50623,1,0.5
9.69000000000012,50.763,44.86,101.38,1.0031,0.49722,0.50611,1,0.5
9.69500000000012,50.757,44.86,101.35,1.003,0.49726,0.506,1,0.5
9.70000000000012,50.752,69.257,101.33,1.0029,0.49729,0.50588,1,0.5
9.70500000000012,50.773,69.257,101.41,1.0031,0.4972,0.50626,1,0.5
9.71000000000012,50.795,69.257,101.49,1.0033,0.49711,0.50663,1,0.5
9.71500000000012,50.816,69.257,101.58,1.0035,0.49702,0.507,1,0.5
9.72000000000012,50.838,69.257,101.66,1.0037,0.49693,0.50737,1,0.5
9.72500000000012,50.859,69.257,101.74,1.0039,0.49685,0.50774,1,0.5
9.73000000000012,50.881,69.257,101.83,1.0041,0.49676,0.50811,1,0.5
9.73500000000012,50.902,69.257,101.91,1.0042,0.49667,0.50847,1,0.5
9.74000000000012,50.924,69.257,101.99,1.0044,0.49658,0.50884,1,0.5
9.74500000000012,50.946,69.257,102.07,1.0046,0.4965,0.5092,1,0.5
9.75000000000012,50.967,69.257,102.16,1.0048,0.49641,0.50956,1,0.5
9.75500000000013,50.989,69.257,102.24,1.005,0.49632,0.50992,1,0.5
9.76000000000013,51.011,69.257,102.32,1.0051,0.49624,0.51028,1,0.5
9.76500000000013,51.032,69.257,102.4,1.0053,0.49615,0.51064,1,0.5
9.77000000000013,51.054,69.257,102.48,1.0055,0.49606,0.511,1,0.5
9.77500000000013,51.076,69.257,102.56,1.0057,0.49598,0.51136,1,0.5
9.78000000000013,51.098,69.257,102.64,1.0059,0.49589,0.51171,1,0.5
9.78500000000013,51.119,69.257,102.72,1.006,0.49581,0.51207,1,0.5
9.79000000000013,51.141,69.257,102.8,1.0062,0.49572,0.51242,1,0.5
9.79500000000013,51.163,69.257,102.88,1.0064,0.49564,0.51277,1,0.5
9.80000000000013,51.185,52.32,102.96,1.0066,0.49555,0.51312,1,0.5
9.80500000000013,51.188,52.32,102.96,1.0066,0.49555,0.51313,1,0.5
9.81000000000013,51.191,52.32,102.97,1.0066,0.49555,0.51315,1,0.5
9.81500000000013,51.194,52.32,102.97,1.0066,0.49555,0.51316,1,0.5
9.82000000000014,51.197,52.32,102.97,1.0066,0.49555,0.51317,1,0.5
9.82500000000014,51.2,52.32,102.97,1.0066,0.49555,0.51318,1,0.5
9.83000000000014,51.203,52.32,102.98,1.0066,0.49555,0.51319,1,0.5
9.83500000000014,51.206,52.32,102.98,1.0066,0.49555,0.5132,1,0.5
9.84000000000014,51.209,52.32,102.98,1.0066,0.49554,0.51321,1,0.5
9.84500000000014,51.212,52.32,102.98,1.0066,0.49554,0.51322,1,0.5
9.85000000000014,51.215,52.32,102.99,1.0066,0.49554,0.51323,1,0.5
9.85500000000014,51.218,52.32,102.99,1.0066,0.49554,0.51324,1,0.5
9.86000000000014,51.221,52.32,102.99,1.0066,0.49554,0.51326,1,0.5
9.86500000000014,51.224,52.32,102.99,1.0066,0.49554,0.51327,1,0.5
9.87000000000014,51.227,52.32,103,1.0066,0.49554,0.51328,1,0.5
9.87500000000014,51.23,52.32,103,1.0066,0.49554,0.51329,1,0.5
9.88000000000014,51.233,52.32,103,1.0066,0.49554,0.5133,1,0.5
9.88500000000015,51.236,52.32,103,1.0067,0.49554,0.51331,1,0.5
9.89000000000015,51.239,52.32,103.01,1.0067,0.49554,0.51332,1,0.5
9.89500000000015,51.242,52.32,103.01,1.0067,0.49553,0.51333,1,0.5
9.90000000000015,51.245,47.579,103.01,1.0067,0.49553,0.51334,1,0.5
9.90500000000015,51.242,47.579,102.99,1.0066,0.49556,0.51326,1,0.5
9.91000000000015,51.24,47.579,102.97,1.0066,0.49558,0.51318,1,0.5
9.91500000000015,51.238,47.579,102.95,1.0065,0.4956,0.51309,1,0.5
9.92000000000015,51.235,47.579,102.94,1.0065,0.49562,0.51301,1,0.5
9.92500000000015,51.233,47.579,102.92,1.0065,0.49565,0.51293,1,0.5
9.93000000000015,51.231,47.579,102.9,1.0064,0.49567,0.51285,1,0.5
9.93500000000015,51.228,47.579,102.88,1.0064,0.49569,0.51276,1,0.5
9.94000000000015,51.226,47.579,102.86,1.0063,0.49571,0.51268,1,0.5
9.94500000000016,51.223,47.579,102.84,1.0063,0.49574,0.5126,1,0.5
9.95000000000016,51.221,47.579,102.82,1.0063,0.49576,0.51252,1,0.5
9.95500000000016,51.219,47.579,102.81,1.0062,0.49578,0.51244,1,0.5
9.96000000000016,51.216,47.579,102.79,1.0062,0.4958,0.51236,1,0.5
9.96500000000016,51.214,47.579,102.77,1.0061,0.49583,0.51228,1,0.5
9.97000000000016,51.211,47.579,102.75,1.0061,0.49585,0.5122,1,0.5
9.97500000000016,51.209,47.579,102.73,1.0061,0.49587,0.51212,1,0.5
9.98000000000016,51.206,47.579,102.72,1.006,0.49589,0.51204,1,0.5
9.98500000000016,51.204,47.579,102.7,1.006,0.49591,0.51196,1,0.5
9.99000000000016,51.201,47.579,102.68,1.0059,0.49594,0.51189,1,0.5
9.99500000000016,51.199,47.579,102.66,1.0059,0.49596,0.51181,1,0.5
10.0000000000002,51.196,62.388,102.65,1.0059,0.49598,0.51173,1,0.5
10.0050000000002,51.21,62.388,102.7,1.006,0.49593,0.51195,1,0.5
10.0100000000002,51.224,62.388,102.74,1.0061,0.49588,0.51217,1,0.5
10.0150000000002,51.238,62.388,102.79,1.0062,0.49583,0.51238,1,0.5
10.0200000000002,51.252,62.388,102.84,1.0063,0.49578,0.5126,1,0.5
10.0250000000002,51.266,62.388,102.89,1.0064,0.49573,0.51282,1,0.5
10.0300000000002,51.28,62.388,102.94,1.0065,0.49568,0.51303,1,0.5
10.0350000000002,51.294,62.388,102.99,1.0066,0.49562,0.51325,1,0.5
10.0400000000002,51.308,62.388,103.04,1.0067,0.49557,0.51346,1,0.5
10.0450000000002,51.322,62.388,103.09,1.0068,0.49552,0.51367,1,0.5
10.0500000000002,51.336,62.388,103.13,1.0069,0.49547,0.51389,1,0.5
10.0550000000002,51.35,62.388,103.18,1.007,0.49542,0.5141,1,0.5
10.0600000000002,51.364,62.388,103.23,1.0072,0.49538,0.51431,1,0.5
10.0650000000002,51.378,62.388,103.28,1.0073,0.49533,0.51452,1,0.5
10.0700000000002,51.392,62.388,103.32,1.0074,0.49528,0.51473,1,0.5
10.0750000000002,51.406,62.388,103.37,1.0075,0.49523,0.51494,1,0.5
10.0800000000002,51.42,62.388,103.42,1.0076,0.49518,0.51515,1,0.5
10.0850000000002,51.434,62.388,103.47,1.0077,0.49513,0.51535,1,0.5
10.0900000000002,51.448,62.388,103.51,1.0078,0.49508,0.51556,1,0.5
10.0950000000002,51.462,62.388,103.56,1.0079,0.49503,0.51577,1,0.5
10.1000000000002,51.476,35.847,103.61,1.008,0.49498,0.51597,1,0.5
10.1050000000002,51.461,35.847,103.53,1.0078,0.49506,0.51565,1,0.5
10.1100000000002,51.445,35.847,103.46,1.0077,0.49515,0.51532,1,0.5
10.1150000000002,51.43,35.847,103.39,1.0075,0.49523,0.515,1,0.5
10.1200000000002,51.415,35.847,103.31,1.0073,0.49531,0.51468,1,0.5
10.1250000000002,51.399,35.847,103.24,1.0072,0.49539,0.51436,1,0.5
10.1300000000002,51.384,35.847,103.17,1.007,0.49547,0.51404,1,0.5
10.1350000000002,51.368,35.847,103.1,1.0069,0.49555,0.51372,1,0.5
10.1400000000002,51.353,35.847,103.02,1.0067,0.49563,0.5134,1,0.5
10.1450000000002,51.337,35.847,102.95,1.0065,0.49572,0.51308,1,0.5
10.1500000000002,51.322,35.847,102.88,1.0064,0.4958,0.51277,1,0.5
10.1550000000002,51.306,35.847,102.81,1.0062,0.49588,0.51245,1,0.5
10.1600000000002,51.29,35.847,102.74,1.0061,0.49596,0.51214,1,0.5
10.1650000000002,51.275,35.847,102.67,1.0059,0.49604,0.51183,1,0.5
10.1700000000002,51.259,35.847,102.6,1.0058,0.49612,0.51152,1,0.5
10.1750000000002,51.243,35.847,102.53,1.0056,0.4962,0.51121,1,0.5
10.1800000000002,51.227,35.847,102.46,1.0055,0.49628,0.5109,1,0.5
10.1850000000002,51.212,35.847,102.39,1.0053,0.49636,0.51059,1,0.5
10.1900000000002,51.196,35.847,102.32,1.0051,0.49644,0.51029,1,0.5
10.1950000000002,51.18,35.847,102.25,1.005,0.49652,0.50998,1,0.5
10.2000000000002,51.164,48.207,102.18,1.0048,0.49659,0.50968,1,0.5
10.2050000000002,51.162,48.207,102.17,1.0048,0.49661,0.50962,1,0.5
10.2100000000002,51.16,48.207,102.16,1.0048,0.49663,0.50956,1,0.5
10.2150000000002,51.157,48.207,102.14,1.0048,0.49665,0.50951,1,0.5
10.2200000000002,51.155,48.207,102.13,1.0047,0.49667,0.50945,1,0.5
10.2250000000002,51.153,48.207,102.12,1.0047,0.49669,0.5094,1,0.5
10.2300000000002,51.151,48.207,102.11,1.0047,0.4967,0.50934,1,0.5
10.2350000000002,51.148,48.207,102.09,1.0046,0.49672,0.50929,1,0.5
